[Wed Apr 28 16:07:47 2021] 730 SIGUSR1 sent, 560 SIRUSR2 sent, 999 SIGUSR1 received, 560 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:07:48 2021] 738 SIGUSR1 sent, 562 SIRUSR2 sent, 1007 SIGUSR1 received, 562 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 739 SIGUSR1 sent, 571 SIRUSR2 sent, 1008 SIGUSR1 received, 571 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 749 SIGUSR1 sent, 571 SIRUSR2 sent, 1018 SIGUSR1 received, 571 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 759 SIGUSR1 sent, 571 SIRUSR2 sent, 1028 SIGUSR1 received, 571 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 769 SIGUSR1 sent, 571 SIRUSR2 sent, 1038 SIGUSR1 received, 571 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 779 SIGUSR1 sent, 571 SIRUSR2 sent, 1048 SIGUSR1 received, 571 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:49 2021] 789 SIGUSR1 sent, 571 SIRUSR2 sent, 1058 SIGUSR1 received, 571 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:50 2021] 799 SIGUSR1 sent, 571 SIRUSR2 sent, 1068 SIGUSR1 received, 571 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:50 2021] 809 SIGUSR1 sent, 571 SIRUSR2 sent, 1078 SIGUSR1 received, 571 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:50 2021] 819 SIGUSR1 sent, 571 SIRUSR2 sent, 1088 SIGUSR1 received, 571 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:50 2021] 829 SIGUSR1 sent, 571 SIRUSR2 sent, 1098 SIGUSR1 received, 571 SIGUSR2 received, avg 0.049 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:51 2021] 830 SIGUSR1 sent, 580 SIRUSR2 sent, 1099 SIGUSR1 received, 580 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:51 2021] 830 SIGUSR1 sent, 590 SIRUSR2 sent, 1099 SIGUSR1 received, 590 SIGUSR2 received, avg 0.050 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:52 2021] 839 SIGUSR1 sent, 591 SIRUSR2 sent, 1108 SIGUSR1 received, 591 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:53 2021] 845 SIGUSR1 sent, 595 SIRUSR2 sent, 1114 SIGUSR1 received, 595 SIGUSR2 received, avg 0.051 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:54 2021] 847 SIGUSR1 sent, 603 SIRUSR2 sent, 1116 SIGUSR1 received, 603 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:55 2021] 855 SIGUSR1 sent, 605 SIRUSR2 sent, 1124 SIGUSR1 received, 605 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.097 sec between SIGUSR2
[Wed Apr 28 16:07:55 2021] 855 SIGUSR1 sent, 615 SIRUSR2 sent, 1124 SIGUSR1 received, 615 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:07:55 2021] 855 SIGUSR1 sent, 625 SIRUSR2 sent, 1124 SIGUSR1 received, 625 SIGUSR2 received, avg 0.052 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:55 2021] 855 SIGUSR1 sent, 635 SIRUSR2 sent, 1124 SIGUSR1 received, 635 SIGUSR2 received, avg 0.053 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:56 2021] 861 SIGUSR1 sent, 639 SIRUSR2 sent, 1130 SIGUSR1 received, 639 SIGUSR2 received, avg 0.053 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:56 2021] 871 SIGUSR1 sent, 639 SIRUSR2 sent, 1140 SIGUSR1 received, 639 SIGUSR2 received, avg 0.053 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:57 2021] 878 SIGUSR1 sent, 642 SIRUSR2 sent, 1147 SIGUSR1 received, 642 SIGUSR2 received, avg 0.053 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:57 2021] 878 SIGUSR1 sent, 652 SIRUSR2 sent, 1147 SIGUSR1 received, 652 SIGUSR2 received, avg 0.053 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:07:58 2021] 878 SIGUSR1 sent, 662 SIRUSR2 sent, 1147 SIGUSR1 received, 662 SIGUSR2 received, avg 0.054 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:07:59 2021] 881 SIGUSR1 sent, 669 SIRUSR2 sent, 1150 SIGUSR1 received, 669 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:00 2021] 889 SIGUSR1 sent, 671 SIRUSR2 sent, 1158 SIGUSR1 received, 671 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:00 2021] 889 SIGUSR1 sent, 681 SIRUSR2 sent, 1158 SIGUSR1 received, 681 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:00 2021] 889 SIGUSR1 sent, 691 SIRUSR2 sent, 1158 SIGUSR1 received, 691 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:00 2021] 889 SIGUSR1 sent, 701 SIRUSR2 sent, 1158 SIGUSR1 received, 701 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:00 2021] 889 SIGUSR1 sent, 711 SIRUSR2 sent, 1158 SIGUSR1 received, 711 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:08:01 2021] 897 SIGUSR1 sent, 713 SIRUSR2 sent, 1166 SIGUSR1 received, 713 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:01 2021] 907 SIGUSR1 sent, 713 SIRUSR2 sent, 1176 SIGUSR1 received, 713 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:02 2021] 916 SIGUSR1 sent, 714 SIRUSR2 sent, 1185 SIGUSR1 received, 714 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:02 2021] 916 SIGUSR1 sent, 724 SIRUSR2 sent, 1185 SIGUSR1 received, 724 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:03 2021] 919 SIGUSR1 sent, 731 SIRUSR2 sent, 1188 SIGUSR1 received, 731 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:03 2021] 929 SIGUSR1 sent, 731 SIRUSR2 sent, 1198 SIGUSR1 received, 731 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:04 2021] 930 SIGUSR1 sent, 740 SIRUSR2 sent, 1199 SIGUSR1 received, 740 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 937 SIGUSR1 sent, 743 SIRUSR2 sent, 1206 SIGUSR1 received, 743 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 947 SIGUSR1 sent, 743 SIRUSR2 sent, 1216 SIGUSR1 received, 743 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 957 SIGUSR1 sent, 743 SIRUSR2 sent, 1226 SIGUSR1 received, 743 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 967 SIGUSR1 sent, 743 SIRUSR2 sent, 1236 SIGUSR1 received, 743 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 977 SIGUSR1 sent, 743 SIRUSR2 sent, 1246 SIGUSR1 received, 743 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:05 2021] 987 SIGUSR1 sent, 743 SIRUSR2 sent, 1256 SIGUSR1 received, 743 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:06 2021] 997 SIGUSR1 sent, 743 SIRUSR2 sent, 1266 SIGUSR1 received, 743 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:06 2021] 1007 SIGUSR1 sent, 743 SIRUSR2 sent, 1276 SIGUSR1 received, 743 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:06 2021] 1017 SIGUSR1 sent, 743 SIRUSR2 sent, 1286 SIGUSR1 received, 743 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:07 2021] 1023 SIGUSR1 sent, 747 SIRUSR2 sent, 1292 SIGUSR1 received, 747 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:07 2021] 1023 SIGUSR1 sent, 757 SIRUSR2 sent, 1292 SIGUSR1 received, 757 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:08 2021] 1026 SIGUSR1 sent, 764 SIRUSR2 sent, 1295 SIGUSR1 received, 764 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:08 2021] 1036 SIGUSR1 sent, 764 SIRUSR2 sent, 1305 SIGUSR1 received, 764 SIGUSR2 received, avg 0.055 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:09 2021] 1038 SIGUSR1 sent, 772 SIRUSR2 sent, 1307 SIGUSR1 received, 772 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:10 2021] 1043 SIGUSR1 sent, 777 SIRUSR2 sent, 1312 SIGUSR1 received, 777 SIGUSR2 received, avg 0.056 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:11 2021] 1048 SIGUSR1 sent, 782 SIRUSR2 sent, 1317 SIGUSR1 received, 782 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:11 2021] 1048 SIGUSR1 sent, 792 SIRUSR2 sent, 1317 SIGUSR1 received, 792 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:11 2021] 1048 SIGUSR1 sent, 802 SIRUSR2 sent, 1317 SIGUSR1 received, 802 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:11 2021] 1048 SIGUSR1 sent, 812 SIRUSR2 sent, 1317 SIGUSR1 received, 812 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:12 2021] 1057 SIGUSR1 sent, 813 SIRUSR2 sent, 1326 SIGUSR1 received, 813 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:12 2021] 1067 SIGUSR1 sent, 813 SIRUSR2 sent, 1336 SIGUSR1 received, 813 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:13 2021] 1077 SIGUSR1 sent, 813 SIRUSR2 sent, 1346 SIGUSR1 received, 813 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:13 2021] 1087 SIGUSR1 sent, 813 SIRUSR2 sent, 1356 SIGUSR1 received, 813 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:14 2021] 1089 SIGUSR1 sent, 821 SIRUSR2 sent, 1358 SIGUSR1 received, 821 SIGUSR2 received, avg 0.057 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:15 2021] 1094 SIGUSR1 sent, 826 SIRUSR2 sent, 1363 SIGUSR1 received, 826 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:16 2021] 1100 SIGUSR1 sent, 830 SIRUSR2 sent, 1369 SIGUSR1 received, 830 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.096 sec between SIGUSR2
[Wed Apr 28 16:08:16 2021] 1100 SIGUSR1 sent, 840 SIRUSR2 sent, 1369 SIGUSR1 received, 840 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.095 sec between SIGUSR2
[Wed Apr 28 16:08:16 2021] 1100 SIGUSR1 sent, 850 SIRUSR2 sent, 1369 SIGUSR1 received, 850 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.094 sec between SIGUSR2
[Wed Apr 28 16:08:16 2021] 1100 SIGUSR1 sent, 860 SIRUSR2 sent, 1369 SIGUSR1 received, 860 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:16 2021] 1100 SIGUSR1 sent, 870 SIRUSR2 sent, 1369 SIGUSR1 received, 870 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:17 2021] 1107 SIGUSR1 sent, 873 SIRUSR2 sent, 1376 SIGUSR1 received, 873 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:17 2021] 1117 SIGUSR1 sent, 873 SIRUSR2 sent, 1386 SIGUSR1 received, 873 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:17 2021] 1127 SIGUSR1 sent, 873 SIRUSR2 sent, 1396 SIGUSR1 received, 873 SIGUSR2 received, avg 0.058 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:18 2021] 1128 SIGUSR1 sent, 882 SIRUSR2 sent, 1397 SIGUSR1 received, 882 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:19 2021] 1128 SIGUSR1 sent, 892 SIRUSR2 sent, 1397 SIGUSR1 received, 892 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:19 2021] 1138 SIGUSR1 sent, 892 SIRUSR2 sent, 1407 SIGUSR1 received, 892 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:20 2021] 1142 SIGUSR1 sent, 898 SIRUSR2 sent, 1411 SIGUSR1 received, 898 SIGUSR2 received, avg 0.059 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 908 SIRUSR2 sent, 1411 SIGUSR1 received, 908 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.093 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 918 SIRUSR2 sent, 1411 SIGUSR1 received, 918 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.092 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 928 SIRUSR2 sent, 1411 SIGUSR1 received, 928 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 938 SIRUSR2 sent, 1411 SIGUSR1 received, 938 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 948 SIRUSR2 sent, 1411 SIGUSR1 received, 948 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 958 SIRUSR2 sent, 1411 SIGUSR1 received, 958 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:21 2021] 1142 SIGUSR1 sent, 968 SIRUSR2 sent, 1411 SIGUSR1 received, 968 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:22 2021] 1149 SIGUSR1 sent, 971 SIRUSR2 sent, 1418 SIGUSR1 received, 971 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:22 2021] 1159 SIGUSR1 sent, 971 SIRUSR2 sent, 1428 SIGUSR1 received, 971 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:22 2021] 1169 SIGUSR1 sent, 971 SIRUSR2 sent, 1438 SIGUSR1 received, 971 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:23 2021] 1175 SIGUSR1 sent, 975 SIRUSR2 sent, 1444 SIGUSR1 received, 975 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:23 2021] 1175 SIGUSR1 sent, 985 SIRUSR2 sent, 1444 SIGUSR1 received, 985 SIGUSR2 received, avg 0.060 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:24 2021] 1178 SIGUSR1 sent, 992 SIRUSR2 sent, 1447 SIGUSR1 received, 992 SIGUSR2 received, avg 0.061 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:24 2021] 1188 SIGUSR1 sent, 992 SIRUSR2 sent, 1457 SIGUSR1 received, 992 SIGUSR2 received, avg 0.061 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:25 2021] 1191 SIGUSR1 sent, 999 SIRUSR2 sent, 1460 SIGUSR1 received, 999 SIGUSR2 received, avg 0.061 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:26 2021] 1196 SIGUSR1 sent, 1004 SIRUSR2 sent, 1465 SIGUSR1 received, 1004 SIGUSR2 received, avg 0.061 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:08:27 2021] 1201 SIGUSR1 sent, 1009 SIRUSR2 sent, 1470 SIGUSR1 received, 1009 SIGUSR2 received, avg 0.062 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:08:27 2021] 1201 SIGUSR1 sent, 1019 SIRUSR2 sent, 1470 SIGUSR1 received, 1019 SIGUSR2 received, avg 0.062 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:08:27 2021] 1201 SIGUSR1 sent, 1029 SIRUSR2 sent, 1470 SIGUSR1 received, 1029 SIGUSR2 received, avg 0.062 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:27 2021] 1201 SIGUSR1 sent, 1039 SIRUSR2 sent, 1470 SIGUSR1 received, 1039 SIGUSR2 received, avg 0.062 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:28 2021] 1201 SIGUSR1 sent, 1049 SIRUSR2 sent, 1470 SIGUSR1 received, 1049 SIGUSR2 received, avg 0.062 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:28 2021] 1201 SIGUSR1 sent, 1059 SIRUSR2 sent, 1470 SIGUSR1 received, 1059 SIGUSR2 received, avg 0.063 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:29 2021] 1202 SIGUSR1 sent, 1068 SIRUSR2 sent, 1471 SIGUSR1 received, 1068 SIGUSR2 received, avg 0.063 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:29 2021] 1212 SIGUSR1 sent, 1068 SIRUSR2 sent, 1481 SIGUSR1 received, 1068 SIGUSR2 received, avg 0.063 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:30 2021] 1219 SIGUSR1 sent, 1071 SIRUSR2 sent, 1488 SIGUSR1 received, 1071 SIGUSR2 received, avg 0.063 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:31 2021] 1219 SIGUSR1 sent, 1081 SIRUSR2 sent, 1488 SIGUSR1 received, 1081 SIGUSR2 received, avg 0.063 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:31 2021] 1229 SIGUSR1 sent, 1081 SIRUSR2 sent, 1498 SIGUSR1 received, 1081 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:32 2021] 1230 SIGUSR1 sent, 1090 SIRUSR2 sent, 1499 SIGUSR1 received, 1090 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:08:32 2021] 1230 SIGUSR1 sent, 1100 SIRUSR2 sent, 1499 SIGUSR1 received, 1100 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:32 2021] 1230 SIGUSR1 sent, 1110 SIRUSR2 sent, 1499 SIGUSR1 received, 1110 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:32 2021] 1230 SIGUSR1 sent, 1120 SIRUSR2 sent, 1499 SIGUSR1 received, 1120 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:32 2021] 1230 SIGUSR1 sent, 1130 SIRUSR2 sent, 1499 SIGUSR1 received, 1130 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:08:33 2021] 1238 SIGUSR1 sent, 1132 SIRUSR2 sent, 1507 SIGUSR1 received, 1132 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:08:33 2021] 1248 SIGUSR1 sent, 1132 SIRUSR2 sent, 1517 SIGUSR1 received, 1132 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:34 2021] 1258 SIGUSR1 sent, 1132 SIRUSR2 sent, 1527 SIGUSR1 received, 1132 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:34 2021] 1258 SIGUSR1 sent, 1142 SIRUSR2 sent, 1527 SIGUSR1 received, 1142 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:35 2021] 1259 SIGUSR1 sent, 1151 SIRUSR2 sent, 1528 SIGUSR1 received, 1151 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:35 2021] 1269 SIGUSR1 sent, 1151 SIRUSR2 sent, 1538 SIGUSR1 received, 1151 SIGUSR2 received, avg 0.064 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:36 2021] 1279 SIGUSR1 sent, 1151 SIRUSR2 sent, 1548 SIGUSR1 received, 1151 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1155 SIRUSR2 sent, 1554 SIGUSR1 received, 1155 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1165 SIRUSR2 sent, 1554 SIGUSR1 received, 1165 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1175 SIRUSR2 sent, 1554 SIGUSR1 received, 1175 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1185 SIRUSR2 sent, 1554 SIGUSR1 received, 1185 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1195 SIRUSR2 sent, 1554 SIGUSR1 received, 1195 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1205 SIRUSR2 sent, 1554 SIGUSR1 received, 1205 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.084 sec between SIGUSR2
[Wed Apr 28 16:08:37 2021] 1285 SIGUSR1 sent, 1215 SIRUSR2 sent, 1554 SIGUSR1 received, 1215 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:08:38 2021] 1287 SIGUSR1 sent, 1223 SIRUSR2 sent, 1556 SIGUSR1 received, 1223 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:08:38 2021] 1297 SIGUSR1 sent, 1223 SIRUSR2 sent, 1566 SIGUSR1 received, 1223 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:08:38 2021] 1307 SIGUSR1 sent, 1223 SIRUSR2 sent, 1576 SIGUSR1 received, 1223 SIGUSR2 received, avg 0.065 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
